gw_paint_fid,casual,temperature,registered,hour,feeling_temp
L_1,12,7.98,370,18,5.0012
L_1,5,7.04,262,19,5.0012
L_1,7,7.04,154,20,5.0012
L_1,5,6.1,134,21,3.998
L_1,5,6.1,102,22,3.998
L_1,4,4.22,55,23,3.998
L_1,0,4.22,22,0,3.998
L_1,0,4.22,8,1,3.998
L_1,0,4.22,2,2,3.998
L_1,0,5.16,3,3,5.0012
L_1,0,4.22,4,4,3.998
L_1,0,4.22,26,5,3.998
L_1,0,4.22,87,6,3.998
L_1,4,5.16,243,7,5.0012
L_3,9,4.22,458,8,3.998
L_1,9,6.1,230,9,5.9978
L_1,9,7.04,133,10,7.001
L_1,12,7.98,103,11,7.9976
L_1,6,8.92,138,12,7.9976
L_1,14,8.92,119,13,7.9976
L_1,17,9.86,134,14,9.9974
L_1,24,9.86,143,15,9.9974
L_1,12,9.86,233,16,9.9974
L_1,19,8.92,377,17,7.9976
L_1,11,8.92,379,18,7.001
L_1,9,8.92,259,19,7.9976
L_1,6,7.98,169,20,7.001
L_1,9,7.98,145,21,5.9978
L_1,5,7.98,99,22,5.9978
L_1,3,7.04,48,23,5.0012
L_1,5,7.04,45,0,5.0012
L_1,5,7.04,15,1,5.0012
L_1,2,7.04,5,2,5.9978
L_1,1,7.04,2,3,5.9978
L_1,0,7.04,6,4,3.998
L_1,0,7.04,24,5,3.998
L_1,2,7.04,90,6,5.0012
L_1,6,7.04,252,7,5.0012
L_3,8,7.98,449,8,5.0012
L_1,6,8.92,274,9,5.9978
L_1,4,10.8,105,10,11.0006
L_1,9,10.8,126,11,11.0006
L_1,17,13.62,140,12,13.997
L_1,14,15.5,150,13,15.9968
L_1,8,16.44,124,14,17.0
L_1,6,16.44,76,15,17.0
L_1,7,13.62,124,16,13.997
L_1,14,16.44,310,17,17.0
L_1,14,16.44,363,18,17.0
L_1,13,16.44,274,19,17.0
L_1,12,16.44,209,20,17.0
L_1,10,15.5,145,21,15.9968
L_1,8,16.44,116,22,17.0
L_1,10,16.44,104,23,17.0
L_1,12,15.5,60,0,15.9968
L_1,3,15.5,28,1,15.9968
L_1,0,14.56,23,2,15.0002
L_1,2,13.62,3,3,13.997
L_1,1,15.5,4,4,15.9968
L_1,0,14.56,26,5,15.0002
L_1,2,12.68,80,6,13.0004
L_1,5,9.86,226,7,9.9974
L_3,10,8.92,449,8,5.9978
L_1,8,8.92,235,9,5.9978
L_1,10,7.98,122,10,3.998
L_1,9,7.98,135,11,3.998
L_1,10,7.98,163,12,3.998
L_1,12,7.98,125,13,3.998
L_1,13,7.98,115,14,5.0012
L_1,12,7.04,141,15,3.998
L_1,12,7.04,212,16,3.998
L_1,13,7.04,352,17,3.998
L_1,10,7.04,285,18,3.998
L_1,11,7.04,203,19,3.998
L_1,6,7.04,146,20,5.0012
L_1,7,7.04,95,21,5.0012
L_1,6,6.1,100,22,3.998
L_1,4,6.1,71,23,3.998
L_1,3,6.1,59,0,3.0014
L_1,4,6.1,39,1,3.0014
L_1,11,5.16,47,2,1.9982
L_1,4,4.22,22,3,1.0016
L_1,0,3.28,9,4,-0.0016
L_1,2,4.22,7,5,1.0016
L_1,0,4.22,17,6,-0.0016
L_1,0,4.22,20,7,1.0016
L_1,4,4.22,55,8,1.0016
L_1,5,4.22,95,9,-0.0016
L_1,10,4.22,171,10,-0.0016
L_1,21,5.16,188,11,1.0016
L_1,28,5.16,216,12,1.0016
L_1,32,5.16,204,13,1.9982
L_1,30,5.16,207,14,1.0016
L_1,33,5.16,195,15,1.0016
L_1,30,5.16,192,16,1.9982
L_1,12,4.22,153,17,1.0016
L_1,7,4.22,150,18,-0.9982
L_1,11,3.28,95,19,-2.0014
L_1,7,2.34,99,20,-2.0014
L_1,8,1.4,88,21,-2.0014
L_1,7,1.4,73,22,-2.0014
L_1,6,1.4,63,23,-0.9982
L_1,7,1.4,64,0,-2.0014
L_1,3,1.4,43,1,-0.9982
L_1,2,2.34,39,2,-0.0016
L_1,2,2.34,16,3,-2.0014
L_1,0,2.34,1,4,-2.0014
L_1,1,1.4,4,5,-0.9982
L_1,0,1.4,3,6,-2.0014
L_1,1,1.4,11,7,-2.0014
L_1,1,1.4,31,8,1.0016
L_1,6,2.34,75,9,-0.9982
L_1,7,3.28,122,10,-0.9982
L_1,20,3.28,168,11,-0.9982
L_1,26,4.22,202,12,1.0016
L_1,18,6.1,210,13,1.9982
L_1,19,6.1,200,14,3.0014
L_1,23,7.04,184,15,3.998
L_1,27,5.16,207,16,1.9982
L_1,10,5.16,126,17,1.9982
L_1,15,5.16,123,18,1.9982
L_1,5,4.22,130,19,1.9982
L_1,10,3.28,94,20,1.0016
L_1,9,2.34,80,21,1.9982
L_1,2,2.34,47,22,-0.9982
L_1,6,1.4,31,23,-0.9982
L_1,3,1.4,14,0,-0.9982
L_1,3,0.46,8,1,-2.0014
L_1,0,0.46,3,2,-2.0014
L_1,0,-0.48,3,3,-2.998
L_1,0,-0.48,4,4,-4.0012
L_1,0,-1.42,21,5,-4.9978
L_1,0,-0.48,68,6,-4.0012
L_1,4,0.46,187,7,-2.0014
L_3,8,1.4,389,8,-2.998
L_1,17,2.34,166,9,-2.0014
L_1,12,3.28,96,10,-0.9982
L_1,22,4.22,105,11,-0.0016
L_1,13,6.1,128,12,1.9982
L_1,15,7.98,127,13,3.998
L_1,30,8.92,107,14,7.001
L_1,24,9.86,135,15,9.9974
L_1,19,10.8,189,16,11.0006
L_1,16,9.86,362,17,9.9974
L_1,11,8.92,343,18,7.001
L_1,17,8.92,234,19,7.001
L_1,9,10.8,197,20,11.0006
L_1,15,8.92,112,21,7.001
L_1,12,8.92,95,22,7.001
L_1,10,8.92,50,23,7.001
L_1,0,8.92,21,0,7.9976
L_1,0,8.92,6,1,9.0008
L_1,1,7.98,10,2,7.9976
L_1,1,7.98,1,3,7.9976
L_1,0,8.92,4,4,7.9976
L_1,0,8.92,15,5,9.0008
L_1,1,8.92,71,6,9.0008
L_1,7,8.92,261,7,9.0008
L_3,10,11.74,422,8,11.9972
L_1,14,8.92,245,9,9.0008
L_1,20,11.74,109,10,11.9972
L_1,13,10.8,116,11,11.0006
L_1,16,12.68,159,12,13.0004
L_1,18,12.68,163,13,13.0004
L_1,11,12.68,127,14,13.0004
L_1,15,12.68,139,15,13.0004
L_1,20,12.68,218,16,13.0004
L_3,14,10.8,417,17,11.0006
L_3,26,9.86,385,18,9.9974
L_1,6,9.86,218,19,9.9974
L_1,3,8.92,144,20,9.0008
L_1,4,8.92,139,21,7.9976
L_1,3,8.92,104,22,9.0008
L_1,13,9.86,40,23,9.9974
L_1,7,7.98,18,0,5.9978
L_1,1,8.92,10,1,7.9976
L_1,0,8.92,4,2,9.0008
L_1,0,8.92,2,3,9.0008
L_1,0,8.92,2,4,9.0008
L_1,0,9.86,28,5,9.9974
L_1,1,8.92,75,6,9.0008
L_1,5,8.92,224,7,7.9976
L_3,12,8.92,393,8,9.0008
L_1,14,10.8,220,9,11.0006
L_1,6,14.56,83,10,15.0002
L_1,3,14.56,53,11,15.0002
L_1,3,13.62,58,12,13.997
L_1,3,12.68,55,13,13.0004
L_1,11,14.56,40,14,15.0002
L_1,4,14.56,57,15,15.0002
L_1,6,12.68,95,16,13.0004
L_1,3,12.68,226,17,13.0004
L_1,2,12.68,278,18,13.0004
L_1,9,15.5,200,19,15.9968
L_1,5,15.5,162,20,15.9968
L_1,9,15.5,114,21,15.9968
L_1,3,15.5,102,22,15.9968
L_1,0,15.5,54,23,15.9968
L_1,3,15.5,24,0,15.9968
L_1,0,12.68,15,1,13.0004
L_1,1,14.56,10,2,15.0002
L_1,0,12.68,6,3,13.0004
L_1,0,9.86,3,4,9.9974
L_1,1,9.86,15,5,9.9974
L_1,1,8.92,63,6,9.0008
L_1,4,7.98,182,7,7.9976
L_1,10,8.92,333,8,9.0008
L_1,10,9.86,218,9,9.9974
L_1,13,10.8,128,10,11.0006
L_1,10,12.68,135,11,13.0004
L_1,22,14.56,180,12,15.0002
L_1,21,13.62,167,13,13.997
L_1,23,13.62,136,14,13.997
L_1,28,14.56,186,15,15.0002
L_1,30,13.62,226,16,13.997
L_1,24,12.68,332,17,13.0004
L_1,11,12.68,277,18,13.0004
L_1,12,12.68,130,19,13.0004
L_1,0,11.74,33,20,11.9972
L_1,2,11.74,15,21,11.9972
L_1,0,8.92,17,22,7.9976
L_1,1,10.8,10,23,11.0006
L_1,2,10.8,7,0,11.0006
L_1,1,10.8,11,1,11.0006
L_1,1,9.86,12,2,9.9974
L_1,0,9.86,4,3,9.9974
L_1,0,9.86,2,4,9.9974
L_1,0,8.92,8,5,7.001
L_1,0,9.86,40,6,9.9974
L_1,4,9.86,88,7,9.9974
L_1,9,10.8,173,8,11.0006
L_1,4,10.8,152,9,11.0006
L_1,8,10.8,96,10,11.0006
L_1,26,10.8,148,11,11.0006
L_1,14,10.8,156,12,11.0006
L_1,17,10.8,177,13,11.0006
L_1,23,10.8,177,14,11.0006
L_1,12,9.86,191,15,9.9974
L_1,15,9.86,166,16,9.9974
L_1,11,8.92,129,17,7.001
L_1,4,8.92,91,18,5.9978
L_1,1,7.98,75,19,5.9978
L_1,3,7.04,47,20,3.998
L_1,0,7.04,32,21,3.998
L_1,4,7.04,43,22,5.0012
L_1,4,7.04,21,23,5.9978
L_1,3,7.04,20,0,5.0012
L_1,1,7.04,15,1,7.001
L_1,4,7.04,22,2,5.9978
L_1,0,7.04,5,3,5.9978
L_1,0,7.04,3,4,5.0012
L_1,1,7.04,3,5,5.0012
L_1,0,6.1,10,6,3.998
L_1,0,6.1,10,7,1.9982
L_1,0,5.16,27,8,1.9982
L_1,3,6.1,53,9,1.9982
L_1,4,6.1,52,10,1.0016
L_1,9,7.04,62,11,3.0014
L_1,15,7.98,79,12,5.0012
L_1,24,7.98,97,13,3.998
L_1,15,7.98,70,14,3.998
L_1,15,7.04,82,15,3.998
L_1,25,7.04,74,16,5.0012
L_1,15,5.16,53,17,3.0014
L_1,2,6.1,33,18,5.0012
L_1,1,6.1,24,19,5.0012
L_1,5,4.22,19,20,1.9982
L_1,4,4.22,15,21,1.0016
L_1,8,3.28,12,22,3.0014
L_1,1,3.28,16,23,1.0016
L_1,2,3.28,4,0,-0.9982
L_1,2,2.34,2,1,-0.9982
L_1,0,2.34,2,2,1.0016
L_1,1,2.34,3,3,1.9982
L_1,0,1.4,1,5,-0.9982
L_1,0,1.4,1,6,-0.9982
L_1,0,2.34,4,7,-0.0016
L_1,1,1.4,4,8,-2.0014
L_1,3,3.28,20,9,-0.0016
L_1,31,4.22,12,10,-0.0016
L_1,43,6.1,42,11,3.998
L_1,25,6.1,41,12,1.9982
L_1,40,7.04,39,13,3.998
L_1,41,7.98,45,14,5.0012
L_1,43,7.98,48,15,5.9978
L_1,35,8.92,51,16,7.9976
L_1,11,7.98,33,17,5.9978
L_1,7,7.04,23,18,5.0012
L_1,2,7.04,14,19,5.9978
L_1,8,7.04,18,20,5.9978
L_1,4,6.1,15,21,3.998
L_1,2,5.16,15,22,1.9982
L_1,2,4.22,14,23,1.9982
L_1,5,2.34,6,0,-0.9982
L_1,3,5.16,7,1,1.9982
L_1,2,7.98,5,2,5.0012
L_1,0,7.98,2,4,3.998
L_1,0,7.98,4,5,3.998
L_1,0,7.04,4,6,3.998
L_1,2,7.04,17,7,5.0012
L_1,5,7.04,13,8,5.9978
L_1,24,7.98,38,9,3.998
L_1,31,7.98,39,10,3.0014
L_1,40,7.98,51,11,3.0014
L_1,34,8.92,66,12,5.0012
L_1,57,9.86,83,13,9.9974
L_1,73,9.86,80,14,9.9974
L_1,26,9.86,105,15,9.9974
L_1,28,8.92,69,16,5.9978
L_1,30,7.98,67,17,5.0012
L_1,21,7.04,54,18,5.9978
L_1,16,6.1,49,19,5.0012
L_1,14,6.1,42,20,5.0012
L_1,10,4.22,39,21,3.998
L_1,5,4.22,22,22,3.998
L_1,4,4.22,25,23,1.9982
L_1,3,4.22,9,0,1.0016
L_1,0,4.22,6,1,1.9982
L_1,2,4.22,2,2,1.9982
L_1,0,6.1,3,3,3.0014
L_1,0,6.1,3,4,3.0014
L_1,0,6.1,8,5,1.9982
L_1,0,6.1,35,6,1.9982
L_1,1,6.1,79,7,3.0014
L_1,9,6.1,155,8,3.998
L_1,19,7.04,85,9,5.9978
L_1,13,7.04,47,10,5.9978
L_1,6,7.04,24,11,5.9978
L_1,8,6.1,16,12,5.0012
L_1,1,6.1,19,13,3.998
L_1,0,11.74,14,14,11.9972
L_1,2,11.74,17,15,11.9972
L_1,2,12.68,44,16,13.0004
L_1,6,10.8,109,17,11.0006
L_1,9,9.86,126,18,9.9974
L_1,3,7.98,87,19,5.9978
L_1,3,7.04,66,20,5.9978
L_1,11,7.04,52,21,5.9978
L_1,3,7.04,29,22,5.9978
L_1,2,6.1,24,23,3.998
L_1,0,7.04,10,0,5.0012
L_1,0,7.04,12,1,5.0012
L_1,0,7.04,7,2,3.998
L_1,0,7.04,4,3,3.998
L_1,0,7.04,9,5,3.0014
L_1,1,7.04,42,6,3.998
L_1,4,7.04,106,7,3.998
L_1,11,7.04,206,8,3.0014
L_1,18,7.04,171,9,3.998
L_1,12,7.98,84,10,5.0012
L_1,18,8.92,93,11,5.9978
L_1,32,7.98,108,12,3.0014
L_1,24,7.98,135,13,3.0014
L_1,24,7.04,96,14,3.0014
L_1,16,7.04,101,15,3.0014
L_1,23,6.1,144,16,1.9982
L_1,25,5.16,225,17,1.9982
L_1,10,4.22,159,18,-0.9982
L_1,16,3.28,135,19,-0.9982
L_1,9,3.28,70,20,-0.9982
L_1,7,2.34,63,21,-0.9982
L_1,2,2.34,31,22,-0.0016
L_1,3,2.34,36,23,-2.0014
L_1,4,2.34,24,0,-0.9982
L_1,0,2.34,15,1,-2.0014
L_1,0,1.4,3,2,-0.9982
L_1,0,1.4,2,3,-2.998
L_1,1,1.4,2,4,-2.0014
L_1,0,1.4,10,5,-0.9982
L_1,2,1.4,39,6,1.0016
L_1,2,0.46,104,7,-2.0014
L_1,3,1.4,207,8,1.0016
L_1,15,1.4,155,9,-2.0014
L_1,13,2.34,97,10,-0.9982
L_1,23,3.28,99,11,1.0016
L_1,12,4.22,118,12,1.9982
L_1,36,5.16,95,13,3.0014
L_1,30,6.1,112,14,5.9978
L_1,27,6.1,150,15,5.0012
L_1,22,6.1,155,16,3.998
L_1,14,6.1,226,17,3.998
L_1,15,6.1,192,18,3.998
L_1,11,6.1,124,19,5.0012
L_1,8,5.16,88,20,3.0014
L_1,8,5.16,60,21,3.0014
L_1,7,5.16,48,22,3.0014
L_1,1,6.1,44,23,3.998
L_1,4,5.16,26,0,3.0014
L_1,9,4.22,11,1,3.0014
L_1,2,3.28,10,2,1.0016
L_1,0,3.28,6,3,1.0016
L_1,0,3.28,2,4,1.0016
L_1,0,2.34,10,5,1.0016
L_1,1,3.28,31,6,1.0016
L_1,3,3.28,92,7,1.0016
L_1,12,3.28,193,8,1.0016
L_1,19,4.22,175,9,3.998
L_1,10,6.1,108,10,3.0014
L_1,45,7.04,126,11,5.0012
L_1,38,7.04,159,12,5.9978
L_1,53,8.92,154,13,7.001
L_1,67,10.8,178,14,11.0006
L_1,56,11.74,236,15,11.9972
L_1,36,11.74,247,16,11.9972
L_1,54,9.86,188,17,9.9974
L_1,19,8.92,163,18,7.001
L_1,16,7.98,96,19,3.998
L_1,16,7.98,75,20,7.001
L_1,11,8.92,84,21,7.9976
L_1,7,7.98,78,22,5.9978
L_1,13,8.92,60,23,5.9978
L_1,7,9.86,37,0,9.9974
L_1,4,10.8,31,1,11.0006
L_1,1,10.8,27,2,11.0006
L_1,1,10.8,17,3,11.0006
L_1,1,9.86,9,4,9.9974
L_1,1,8.92,0,5,7.001
L_1,1,10.8,5,6,11.0006
L_1,6,9.86,13,7,9.9974
L_1,7,7.98,42,8,5.9978
L_1,18,9.86,72,9,9.9974
L_1,20,10.8,108,10,11.0006
L_1,65,11.74,152,11,11.9972
L_1,93,16.44,180,12,17.0
L_1,108,15.5,205,13,15.9968
L_2,115,13.62,185,14,13.997
L_1,89,13.62,164,15,13.997
L_1,52,12.68,143,16,13.0004
L_1,28,11.74,101,17,11.9972
L_1,13,11.74,80,18,11.9972
L_1,19,11.74,73,19,11.9972
L_1,8,11.74,63,20,11.9972
L_1,2,10.8,50,21,11.0006
L_1,2,9.86,36,22,9.9974
L_1,4,8.92,27,23,9.0008
L_1,5,8.92,43,0,9.0008
L_1,15,8.92,78,1,7.001
L_1,16,7.04,59,2,7.001
L_1,11,6.1,41,3,5.9978
L_1,0,5.16,8,4,3.998
L_1,0,5.16,5,5,3.0014
L_1,1,4.22,1,6,1.9982
L_1,1,4.22,6,7,1.0016
L_1,4,4.22,10,8,1.9982
L_1,13,4.22,27,9,1.9982
L_1,18,6.1,52,10,5.0012
L_1,40,7.98,98,11,5.9978
L_1,58,10.8,143,12,11.0006
L_1,82,11.74,141,13,11.9972
L_2,120,12.68,147,14,13.0004
L_1,101,13.62,164,15,13.997
L_1,68,12.68,147,16,13.0004
L_1,36,14.56,75,17,15.0002
L_1,25,13.62,81,18,13.997
L_1,20,11.74,85,19,11.9972
L_1,25,12.68,58,20,13.0004
L_1,10,12.68,61,21,13.0004
L_1,13,13.62,53,22,13.997
L_1,4,12.68,25,23,13.0004
L_1,8,10.8,31,0,11.0006
L_1,1,8.92,11,1,5.9978
L_1,1,8.92,6,2,5.0012
L_1,0,5.16,4,4,1.0016
L_1,1,5.16,3,5,1.0016
L_1,0,4.22,14,6,-0.9982
L_1,0,3.28,16,7,-2.0014
L_1,2,3.28,51,8,-0.9982
L_1,15,3.28,53,9,1.0016
L_1,20,4.22,89,10,-0.0016
L_1,33,4.22,142,11,-2.0014
L_1,41,5.16,161,12,1.9982
L_1,26,6.1,150,13,1.9982
L_1,10,6.1,141,14,1.9982
L_1,29,5.16,139,15,-0.0016
L_1,10,4.22,144,16,-0.9982
L_1,17,4.22,136,17,-0.9982
L_1,13,4.22,113,18,-0.0016
L_1,4,3.28,89,19,-0.9982
L_1,5,3.28,83,20,-0.9982
L_1,3,3.28,63,21,-2.0014
L_1,3,2.34,36,22,-2.0014
L_1,2,2.34,32,23,-2.0014
L_1,0,1.4,13,0,-2.998
L_1,1,0.46,5,1,-4.0012
L_1,0,0.46,3,2,-4.9978
L_1,0,-0.48,2,3,-6.9976
L_1,0,-0.48,5,4,-6.001
L_1,0,-1.42,12,5,-6.9976
L_1,4,-1.42,81,6,-8.0008
L_1,2,-1.42,168,7,-8.0008
L_1,5,-0.48,349,8,-6.9976
L_1,8,-0.48,145,9,-6.9976
L_1,5,-0.48,55,10,-8.0008
L_1,12,0.46,63,11,-6.9976
L_1,4,0.46,70,12,-6.9976
L_1,5,0.46,68,13,-8.0008
L_1,7,-0.48,72,14,-8.0008
L_1,9,-0.48,68,15,-8.0008
L_1,7,-1.42,129,16,-10.0006
L_1,4,-1.42,241,17,-8.9974
L_1,10,-1.42,214,18,-10.0006
L_1,4,-2.36,152,19,-10.0006
L_1,0,-2.36,115,20,-8.0008
L_1,2,-3.3,66,21,-8.9974
L_1,0,-3.3,33,22,-8.9974
L_1,0,-3.3,18,23,-10.9972
L_1,0,-4.24,9,0,-12.0004
L_1,0,-6.12,3,1,-14.0002
L_1,0,-7.06,1,2,-14.9968
L_1,0,-7.06,1,3,-14.9968
L_1,0,-7.06,2,4,-12.997
L_1,0,-7.06,14,5,-12.997
L_1,0,-7.06,59,6,-12.997
L_1,1,-7.06,151,7,-12.997
L_1,5,-7.06,310,8,-12.0004
L_1,7,-6.12,173,9,-12.0004
L_1,7,-5.18,57,10,-8.9974
L_1,6,-4.24,40,11,-8.0008
L_1,9,-3.3,75,12,-8.9974
L_1,9,-1.42,82,13,-8.0008
L_1,6,-1.42,69,14,-8.0008
L_1,9,0.46,81,15,-6.001
L_1,8,0.46,123,16,-4.9978
L_1,9,1.4,272,17,-2.998
L_1,9,1.4,280,18,-2.0014
L_1,2,1.4,182,19,-0.9982
L_1,2,1.4,121,20,-2.998
L_1,2,1.4,88,21,1.0016
L_1,4,1.4,48,22,-0.9982
L_1,0,1.4,32,23,-0.9982
L_1,1,2.34,13,0,-0.9982
L_1,0,1.4,5,1,-0.9982
L_1,0,1.4,4,2,-0.9982
L_1,0,1.4,4,3,1.0016
L_1,0,1.4,5,4,-0.9982
L_1,0,1.4,26,5,-0.9982
L_1,0,1.4,78,6,-2.0014
L_1,3,1.4,212,7,-0.9982
L_1,11,1.4,377,8,1.0016
L_1,7,2.34,220,9,1.9982
L_1,5,3.28,81,10,1.0016
L_1,6,6.1,78,11,5.9978
L_1,6,6.1,114,12,3.0014
L_1,6,7.98,112,13,3.998
L_1,13,7.98,104,14,5.0012
L_1,6,8.92,113,15,5.9978
L_1,19,8.92,178,16,5.9978
L_3,19,8.92,393,17,7.001
L_1,9,7.98,374,18,5.9978
L_1,10,7.98,255,19,7.001
L_1,5,6.1,172,20,5.9978
L_1,9,4.22,88,21,1.9982
L_1,1,4.22,70,22,1.0016
L_1,4,3.28,56,23,1.0016
L_1,1,2.34,24,0,1.0016
L_1,2,2.34,6,1,1.9982
L_1,2,2.34,3,2,-0.9982
L_1,1,2.34,3,3,-0.0016
L_1,0,2.34,3,4,-0.9982
L_1,0,1.4,13,5,-2.0014
L_1,1,2.34,69,6,-0.0016
L_1,4,3.28,201,7,3.0014
L_3,11,3.28,436,8,-0.0016
L_1,4,3.28,237,9,-0.0016
L_1,14,4.22,102,10,1.0016
L_1,8,6.1,130,11,3.998
L_1,23,8.92,168,12,5.9978
L_1,16,10.8,188,13,11.0006
L_1,26,13.62,152,14,13.997
L_1,44,16.44,178,15,17.0
L_1,35,16.44,259,16,17.0
L_3,20,13.62,456,17,13.997
L_3,28,15.5,391,18,15.9968
L_1,11,13.62,261,19,13.997
L_1,14,11.74,163,20,11.9972
L_1,17,10.8,137,21,11.0006
L_1,12,8.92,123,22,7.001
L_1,13,8.92,88,23,9.0008
L_1,2,8.92,77,0,7.001
L_1,6,9.86,56,1,9.9974
L_1,2,8.92,36,2,7.9976
L_1,1,7.04,19,3,5.9978
L_1,1,7.04,9,4,5.9978
L_1,2,4.22,7,5,1.9982
L_1,0,4.22,7,6,1.9982
L_1,0,2.34,20,7,-0.9982
L_1,0,3.28,64,8,1.0016
L_1,14,2.34,116,9,-0.9982
L_1,43,5.16,160,10,3.998
L_1,74,7.98,250,11,5.0012
L_1,100,10.8,276,12,11.0006
L_2,149,12.68,296,13,13.0004
L_3,156,15.5,356,14,15.9968
L_3,132,19.26,317,15,20.003
L_2,133,18.32,268,16,18.9998
L_1,87,17.38,235,17,18.0032
L_1,49,17.38,248,18,18.0032
L_1,44,16.44,171,19,17.0
L_1,21,15.5,149,20,15.9968
L_1,22,12.68,118,21,13.0004
L_1,16,12.68,93,22,13.0004
L_1,16,11.74,103,23,11.9972
L_1,14,9.86,77,0,9.9974
L_1,10,7.98,62,1,5.9978
L_1,10,8.92,57,2,5.9978
L_1,6,7.98,26,3,5.9978
L_1,2,7.04,4,4,3.998
L_1,0,7.04,2,5,5.9978
L_1,0,6.1,2,6,5.9978
L_1,1,6.1,23,7,5.9978
L_1,4,6.1,53,8,3.998
L_1,23,7.04,102,9,5.9978
L_1,27,7.98,181,10,5.9978
L_1,55,8.92,201,11,7.001
L_1,78,9.86,273,12,9.9974
L_1,77,10.8,266,13,11.0006
L_1,75,10.8,253,14,11.0006
L_1,89,10.8,241,15,11.0006
L_1,58,10.8,256,16,11.0006
L_1,22,9.86,197,17,9.9974
L_1,19,7.98,162,18,5.0012
L_1,8,7.04,104,19,5.0012
L_1,7,6.1,119,20,3.998
L_1,10,5.16,81,21,1.9982
L_1,4,4.22,54,22,1.9982
L_1,0,4.22,30,23,-0.0016
L_1,3,3.28,12,0,-0.9982
L_1,1,3.28,4,1,-0.0016
L_1,2,3.28,3,2,-0.0016
L_1,0,3.28,3,3,-0.0016
L_1,0,2.34,4,4,-0.0016
L_1,0,1.4,21,5,-0.9982
L_1,3,2.34,85,6,-0.9982
L_1,1,2.34,239,7,-0.0016
L_3,13,2.34,407,8,1.0016
L_1,9,2.34,188,9,1.9982
L_1,13,3.28,95,10,3.0014
L_1,6,4.22,82,11,3.0014
L_1,10,4.22,93,12,1.9982
L_1,3,4.22,77,13,1.9982
L_1,5,2.34,45,14,-0.9982
L_1,5,2.34,64,15,-0.9982
L_1,3,2.34,46,16,1.0016
L_1,5,2.34,147,17,1.9982
L_1,6,1.4,158,18,-0.9982
L_1,3,1.4,187,19,-0.9982
L_1,5,1.4,127,20,-0.9982
L_1,1,1.4,78,21,1.0016
L_1,8,1.4,54,22,-0.9982
L_1,1,2.34,51,23,-0.0016
L_1,0,2.34,14,0,-0.0016
L_1,2,2.34,3,1,-0.0016
L_1,2,2.34,2,2,-0.9982
L_1,0,1.4,4,4,-2.0014
L_1,0,10.8,23,5,11.0006
L_1,0,0.46,79,6,-4.0012
L_1,3,0.46,219,7,-2.998
L_3,6,0.46,465,8,-2.998
L_1,11,0.46,184,9,-2.998
L_1,3,0.46,80,10,-2.998
L_1,8,11.74,93,11,11.9972
L_1,13,11.74,127,12,11.9972
L_1,15,11.74,163,13,11.9972
L_1,10,11.74,96,14,11.9972
L_1,17,11.74,119,15,11.9972
L_1,15,11.74,225,16,11.9972
L_3,14,11.74,446,17,11.9972
L_1,13,10.8,372,18,11.0006
L_1,11,9.86,270,19,9.9974
L_1,10,7.98,190,20,7.001
L_1,7,7.04,109,21,5.9978
L_1,10,6.1,104,22,3.998
L_1,3,4.22,38,23,1.9982
L_1,2,4.22,26,0,3.998
L_1,1,3.28,6,1,1.0016
L_1,0,1.4,5,2,-2.0014
L_1,0,2.34,4,3,1.9982
L_1,0,1.4,2,4,-2.0014
L_1,0,1.4,22,5,-2.0014
L_1,2,1.4,72,6,-2.0014
L_1,9,1.4,247,7,-2.0014
L_3,11,1.4,488,8,-0.9982
L_1,7,1.4,218,9,-2.0014
L_1,13,3.28,84,10,-0.0016
L_1,9,4.22,90,11,3.0014
L_1,4,6.1,51,12,5.9978
L_1,8,7.04,57,13,7.001
L_1,3,7.04,70,14,5.9978
L_1,6,7.98,73,15,7.001
L_1,6,7.98,112,16,5.0012
L_1,6,7.98,128,17,5.0012
L_1,2,7.98,96,18,5.9978
L_1,1,7.04,92,19,3.998
L_1,2,7.04,55,20,5.0012
L_1,0,7.98,29,21,5.0012
L_1,0,7.98,49,22,5.9978
L_1,0,7.98,9,23,5.0012
L_1,0,7.98,3,0,5.9978
L_1,0,8.92,3,1,7.001
L_1,1,8.92,1,2,7.001
L_1,0,8.92,3,3,7.001
L_1,0,8.92,2,4,7.001
L_1,0,7.98,16,5,7.001
L_1,1,8.92,88,6,7.001
L_1,2,7.98,218,7,5.0012
L_3,11,7.04,497,8,5.0012
L_1,10,7.04,220,9,5.9978
L_1,6,7.98,84,10,7.001
L_1,18,7.98,101,11,7.001
L_1,14,7.98,130,12,7.001
L_1,13,11.74,170,13,11.9972
L_1,24,11.74,132,14,11.9972
L_1,32,12.68,156,15,13.0004
L_1,33,13.62,248,16,13.997
L_3,23,13.62,472,17,13.997
L_3,22,12.68,399,18,13.0004
L_1,17,11.74,313,19,11.9972
L_1,11,11.74,229,20,11.9972
L_1,12,12.68,162,21,13.0004
L_1,12,9.86,121,22,9.9974
L_1,7,10.8,60,23,11.0006
L_1,4,10.8,38,0,11.0006
L_1,0,9.86,12,1,9.9974
L_1,1,10.8,13,2,11.0006
L_1,3,8.92,4,3,5.9978
L_1,1,7.04,2,4,3.0014
L_1,0,6.1,21,5,-0.0016
L_1,2,4.22,71,6,1.0016
L_1,3,4.22,174,7,1.0016
L_3,11,3.28,408,8,-2.0014
L_1,10,2.34,204,9,-2.998
L_1,2,3.28,101,10,-2.998
